code,city,province,year,built_district,pub_income,pub_expend,dist_pop,city_pop,gdp,primary_gdp_per,secondary_gdp_per,tertiary_gdp_per,output_value,output_dom,vat,invest_fixassets,invest_realestate,electric_use
2,Anqing,Anhui,2013,88,984572,2797223,621.7,73.4,14182282,14.25,53.14,32.61,25744428,24735073,637694,11857153,1497996,408002
2,Anqing,Anhui,2012,85,856202,2456795,620.4,73.3,13597027,14.43,55.85,29.72,21242521,20375982,455917,9720126,1001697,355056
2,Anqing,Anhui,2011,80,723948,2148887,618.7,73.5,12157400,14.86,55.33,29.8,18110489,17279394,435021,8293701,986466,385511
2,Anqing,Anhui,2010,77,505742,1618318,615.62,73.65,9881100,15.74,53.03,31.23,13159401,12565712,375045,8093930,922207,324125
2,Anqing,Anhui,2009,72,415553,1399597,615.88,73.96,7706600,18.52,46.89,34.59,9587587,9152159,268785,6015456,653325,286422
2,Anqing,Anhui,2008,66,384613,1119717,613.89,74.26,7047175,19.05,42.44,38.52,7787573,7473156,235254,4392228,636334,264500
2,Anqing,Anhui,2007,63,321964,824967,610.99,74.1,5876612,19.12,41.37,39.51,6066259,5677478,175861,3260880,431256,251850
2,Anqing,Anhui,2006,55,245382,623230,607.89,73.71,4942100,19.1,42.27,38.63,4556411,4297359,120617,2109314,255697,219000
2,Anqing,Anhui,2005,52,195459,462453,605.55,73.04,4296400,20.79,41.12,38.09,3579773,3373234,107187,1555331,179845,193034
2,Anqing,Anhui,2004,38,180261,399017,604.2,60.3,3920200,22.6,46.62,30.78,2973117,2771877,88895,1259579,157149,160265
2,Anqing,Anhui,2003,35,125176,317471,605.2,59.6,3204307,22.92,45.18,31.89,2251898,2136501,91110,1032023,105231,128172
18,Bengbu,Anhui,2013,119,928392,1914991,366.6,103.6,10078541,17.1,51.17,31.73,18226159,17075569,277570,10608899,3253221,392545
18,Bengbu,Anhui,2012,114,784157,1646697,367.8,93.1,8902164,17.85,50,32.16,14862930,13706777,279246,8727863,1835403,334386
18,Bengbu,Anhui,2011,109,613600,1412913,365.5,92.7,7802393,18.5,49.33,32.17,12906982,10497950,258031,6509186,1025638,308818
18,Bengbu,Anhui,2010,105,429009,1068407,362.23,92.55,6368877,18.84,47.25,33.91,7726842,6484735,226980,5287334,738400,285422
18,Bengbu,Anhui,2009,103,317195,877276,360.64,92.52,5320870,19.62,44.44,35.94,5301139,4463614,177028,3557120,373955,258628
18,Bengbu,Anhui,2008,100,275041,735994,358.31,92.51,4863852,20.58,39.62,39.8,4166349,3490024,130073,2531565,405453,232225
18,Bengbu,Anhui,2007,93,226182,550000,355.27,92.11,4096988,20.11,39.14,40.75,3274801,2634168,131988,1975978,336021,215401
18,Bengbu,Anhui,2006,83,168330,416681,352.47,91.43,3590200,20.98,39.32,39.7,2614145,2201028,93050,1407128,246518,213564
18,Bengbu,Anhui,2005,78,128337,266527,349.33,90.47,3113300,21.76,38.4,39.84,1774316,1510218,80448,1248018,212819,208629
18,Bengbu,Anhui,2004,74,114994,203033,346.97,89.54,2636600,24.9,41.29,33.81,1667964,1475407,67566,1028291,168960,175733
18,Bengbu,Anhui,2003,67,105496,192535,344.93,79.49,2081442,19.86,43.41,36.74,1312619,1204339,67684,847217,135081,145215
21,Bozhou,Anhui,2013,53,643813,2064319,632.9,167,7910950,24.65,40.46,34.89,7436469,7376547,233904,5414925,1490738,144637
21,Bozhou,Anhui,2012,53,476878,1772645,612.6,165.7,7156572,25.31,40.36,34.33,6189064,6146498,228214,4302857,960108,123711
21,Bozhou,Anhui,2011,57,340441,1386189,604.2,163.8,6266531,26.18,39.64,34.18,5246408,5177486,180964,3314787,812446,105053
21,Bozhou,Anhui,2010,57,232980,1033412,600.76,161.65,5127800,26.75,37.36,35.9,3243341,3216276,109488,3436160,435160,81634
21,Bozhou,Anhui,2009,57,173185,801010,596.93,159.52,4319284,28.37,34.12,37.51,2379005,2356215,63648,2450658,216438,67166
21,Bozhou,Anhui,2008,32,126946,609322,588.77,155.53,4042200,29.45,30.32,40.23,1906099,1882532,61819,1811119,133742,63076
21,Bozhou,Anhui,2007,32,99080,491245,576.38,151.51,3355660,29.82,29.04,41.14,1385198,1368105,45460,1448895,76619,
21,Bozhou,Anhui,2006,50,78588,307410,561.65,147.15,2987300,32.47,27.34,40.19,1012629,995556,30178,1110300,74340,47610
21,Bozhou,Anhui,2005,50,57317,226716,550.14,143.37,2650000,34.51,27.29,38.2,789265,777805,25444,805404,62500,37711
21,Bozhou,Anhui,2004,50,67446,187987,545.67,141.86,2246429,39.69,26.42,33.9,638743,632488,16924,677656,48180,34875
21,Bozhou,Anhui,2003,50,71864,162039,539.23,141.16,1832512,37.82,26.38,35.8,457827,451034,17941,544709,46034,31039
34,Chizhou,Anhui,2013,37,651393,1306761,161.9,67,4622452,14.58,48.8,36.62,5529092,5299401,175832,4614756,1056746,296446
34,Chizhou,Anhui,2012,37,523746,1127224,161.9,67.1,4174466,14.89,48.92,36.19,4909293,4699742,129333,3747383,922516,257561
34,Chizhou,Anhui,2011,36,409908,881080,161.4,66.8,3724882,15.11,49.54,35.34,3715974,3528081,110423,2925956,778813,202481
34,Chizhou,Anhui,2010,35,312066,681120,160.46,66.2,3008439,15.19,46.61,38.2,2972971,2823641,86720,3568787,664877,164993
34,Chizhou,Anhui,2009,33,240977,547496,159.88,65.81,2455896,16.69,42.47,40.85,1969778,1845863,60030,2574585,469671,145504
34,Chizhou,Anhui,2008,26,178002,428349,158.93,65.43,1924000,20.37,40.83,38.8,1479660,1375604,76547,1793895,309654,133163
34,Chizhou,Anhui,2007,25,127660,292661,158.02,65,1580091,21.36,37.65,40.98,885761,821229,37829,1398545,130690,95746
34,Chizhou,Anhui,2006,19,154071,219550,157.09,64.4,1300900,21.93,38.07,40,701130,649232,37346,910421,95363,86343
34,Chizhou,Anhui,2005,15,70319,161858,156.31,63.83,1101800,23.26,36.88,39.86,515653,483832,24857,756084,77715,84517
34,Chizhou,Anhui,2004,13,47512,127228,155.4,62.98,924253,26.42,39.4,34.18,428039,401120,22796,516674,68441,72467
34,Chizhou,Anhui,2003,13,39710,107309,154.91,62.57,755027,25.92,38.63,35.45,300723,288984,18069,363363,46293,58467
37,Chuzhou,Anhui,2013,102,1144231,2508733,449.5,53.9,10861431,19.17,53,27.84,20029371,17510969,632504,10757835,2616911,210107
37,Chuzhou,Anhui,2012,87,969419,2310284,452.1,54.1,9707413,19.86,52.29,27.85,16046852,14069868,500006,8825883,2298138,205379
37,Chuzhou,Anhui,2011,70,738584,1832473,452.9,53.9,8504891,20.38,51.69,27.93,15438707,13428568,492534,6901296,1656797,138575
37,Chuzhou,Anhui,2010,60,505281,1281171,450.8,53.69,6956502,21.34,49.16,29.5,10529700,8998500,298400,7235000,1317688,162978
37,Chuzhou,Anhui,2009,50,370655,1078925,450.25,53.24,5761845,23.35,45.49,31.17,6904292,5820935,202561,5248500,663695,126750
37,Chuzhou,Anhui,2008,44,286367,836922,447.37,52.85,5201110,23.71,42.86,33.42,5961802,5083182,194610,3462227,463808,165427
37,Chuzhou,Anhui,2007,43,221739,619492,443.96,52.74,4355544,24.02,41.26,34.72,4369384,3577576,138722,2367487,293403,150388
37,Chuzhou,Anhui,2006,39,158135,427648,439.99,51.91,3722901,26.33,38.65,35.02,3270652,2663118,102859,1494282,192382,102953
37,Chuzhou,Anhui,2005,37,119980,302862,435.62,51.35,3280800,27.47,37.97,34.56,2597801,2140307,79539,1138447,165940,577070
37,Chuzhou,Anhui,2004,27,106238,268511,433.5,51.1,3556400,25.43,40.52,34.05,2113648,1742079,66622,870565,99857,53000
37,Chuzhou,Anhui,2003,27,100710,231905,432.94,50.3,3005000,20.9,43.59,35.51,1629531,1324277,59185,658170,66846,43836
54,Fuyang,Anhui,2013,97,854566,3126496,1053.2,216,10624758,25.65,41.09,33.25,13065466,12655984,589524,6452575,1404760,368972
54,Fuyang,Anhui,2012,90,693125,2722879,1039.8,213.5,9624981,25.91,41.3,32.79,10435558,9938148,452857,5148887,879851,325012
54,Fuyang,Anhui,2011,83,557333,2165641,1025.8,210.1,8531905,27.25,40.11,32.64,9245068,8823475,356126,4053709,787983,290300
54,Fuyang,Anhui,2010,76,411810,1643492,1011.84,206.96,7218144,27.34,39.17,33.49,7037012,6663973,278034,3489869,500474,248624
54,Fuyang,Anhui,2009,71,299226,1339949,1000.5,204.23,6077994,28.81,35.89,35.3,5042282,4729336,220460,2504656,431191,224575
54,Fuyang,Anhui,2008,61,226446,1028010,987.79,201.08,5412700,30.59,33.39,36.02,4121035,3790308,171257,1889200,422559,174643
54,Fuyang,Anhui,2007,61,170333,733023,974.29,197.87,4537578,29.86,33.3,36.84,3016581,2712734,118382,1607006,313919,142654
54,Fuyang,Anhui,2006,61,138830,564992,954.61,194.95,3783600,31.7,30.95,37.35,2071126,1883882,93868,1126470,255236,133201
54,Fuyang,Anhui,2005,170,113980,422073,932.76,187.24,3246100,32.25,29.38,38.37,1598634,1558707,65258,1260000,179049,112940
54,Fuyang,Anhui,2004,56,118923,355663,918.7,185.2,2633200,40.28,26.05,33.67,1054160,1018389,35057,918821,132614,93999
54,Fuyang,Anhui,2003,48,104816,282239,904.1,183.3,2168607,35.08,28.13,36.79,891924,859209,32604,746606,79321,78227
72,Hefei,Anhui,2013,364,4386226,6308509,711.5,240.8,46729100,5.29,55.29,39.42,75265754,58392303,2228485,46854411,11058109,1170320
72,Hefei,Anhui,2012,350,3894991,5720987,710.5,222.2,41643400,5.5,55.32,39.17,66001424,52101410,1269054,39780828,9138031,1085783
72,Hefei,Anhui,2011,360,3385113,4748895,706.1,218.3,36366000,5.73,55.06,39.22,56174053,43271204,1684640,33769652,8802885,1004013
72,Hefei,Anhui,2010,326,2594283,3177157,494.95,215.58,27016100,4.91,53.92,41.17,37990180,28520715,1420341,30669745,8190320,856458
72,Hefei,Anhui,2009,280,1808977,2458575,491.43,208.58,21021200,5.17,52.56,42.26,27664011,20553351,1071586,24684233,6703559,750319
72,Hefei,Anhui,2008,280,2220776,2222517,486.73,203.48,16648400,6.32,50.15,43.53,20783744,13450821,429474,18386393,5654661,718911
72,Hefei,Anhui,2007,225,1693175,1670789,478.9,198.39,13346102,5.79,48.97,45.24,14931357,10014375,515565,13104272,3850056,647342
72,Hefei,Anhui,2006,225,794046,1028869,469.85,193.14,10737600,5.75,47.54,46.71,11090010,6474500,398885,8167825,2806418,570721
72,Hefei,Anhui,2005,225,576372,734118,455.7,175.31,8535700,6.15,44.83,49.02,8808230,5089287,284615,4952700,1902896,529037
72,Hefei,Anhui,2004,148,449320,570603,444.68,163.52,5897000,9.16,50.4,40.44,6592754,3846042,195269,3614791,1383179,475273
72,Hefei,Anhui,2003,148,358694,464275,456.6,155.87,4849623,8.25,50.25,41.5,5348605,3123516,203462,2551061,896970,448631
82,Huaibei,Anhui,2013,85,506812,1087215,214.5,106.8,7036634,7.86,67.02,25.13,16374948,15554036,583323,7005287,1340086,336780
82,Huaibei,Anhui,2012,85,518539,1085342,218.3,110.9,6205393,8.29,66.13,25.58,14542282,13811057,613407,5499090,1092816,279963
82,Huaibei,Anhui,2011,79,380719,872917,221.8,110.7,5549156,8.45,66.34,25.21,12027773,11569037,555973,4500730,643631,308944
82,Huaibei,Anhui,2010,63,295956,659289,219.56,109.79,4616043,8.76,64.64,26.61,8814120,8407621,430746,3669291,425301,308658
82,Huaibei,Anhui,2009,63,221226,542611,217.74,109.02,3718734,9.58,61.39,29.02,5765711,5453502,387439,2803234,315140,293108
82,Huaibei,Anhui,2008,63,185208,409713,215.78,108.38,3490900,9.94,59.9,30.16,4793099,4498842,363391,2046943,223606,269198
82,Huaibei,Anhui,2007,61,156481,300828,213.67,107.53,2671818,10.06,56.22,33.72,2980318,2769127,214180,1511935,175341,253264
82,Huaibei,Anhui,2006,58,133128,236687,212.2,106.61,2247200,11.39,53.5,35.11,2407165,2247728,176454,1103015,125206,227877
82,Huaibei,Anhui,2005,44,113030,187791,210.52,92.32,2089900,10.72,56.43,32.84,2270166,2093581,182837,841296,88367,208296
82,Huaibei,Anhui,2004,44,89043,126722,209.39,91.23,1691300,14.21,55.02,30.76,1821512,1631991,157626,640972,69859,196326
82,Huaibei,Anhui,2003,42,76528,111877,203.94,82.8,1324689,12.85,53.19,33.95,1216161,1088820,95871,511228,60655,182287
84,Huainan,Anhui,2013,105,1107341,1686273,243.3,179.1,8193895,8.07,62.06,29.87,10755297,9965081,548671,8005251,1282077,551361
84,Huainan,Anhui,2012,100,986096,1489483,243.8,179.7,7817510,7.75,64.09,28.16,9940730,9190925,664363,5236294,1160742,514430
84,Huainan,Anhui,2011,98,713809,1096382,245.6,182.1,7095384,7.88,65.03,27.09,8932320,8271857,618473,5013435,1069541,479764
84,Huainan,Anhui,2010,97,518107,810173,243.99,181.51,6035491,7.78,64.42,27.8,7889304,7349188,576260,4018460,783481,477568
84,Huainan,Anhui,2009,97,372847,696485,242.52,180.77,5087730,8.21,62.79,29,6383515,5858289,466431,2860277,547050,463277
84,Huainan,Anhui,2008,96,299244,543060,240.88,166.71,4536200,8.69,61.1,30.21,5545368,5035063,417501,2257231,369824,422359
84,Huainan,Anhui,2007,95,232999,410634,239.42,165.88,3442294,9.63,55.02,35.35,3463653,3151641,261166,2517142,309478,387892
84,Huainan,Anhui,2006,94,196554,323764,237.9,164.96,3049800,10.8,54.34,34.86,3049836,2794349,227732,1978343,234981,341658
84,Huainan,Anhui,2005,92,154493,253592,235.78,163.61,2636000,11.19,53.18,35.63,2821416,2562094,209459,1282996,150259,309936
84,Huainan,Anhui,2004,92,116043,199133,233.58,162.51,2144900,12.35,52.16,35.49,2213588,1978917,182836,860743,133924,284441
84,Huainan,Anhui,2003,89,89554,147276,211.84,142.02,1705041,10.42,51.1,38.49,1534684,1347603,129205,540909,67286,244389
86,Huangshan,Anhui,2013,41,593828,1367264,147.4,44,4702965,11.01,46.33,42.66,5111346,4972131,159848,5250659,1424677,125306
86,Huangshan,Anhui,2012,38,563024,1259728,147.3,43.8,4249452,11.42,46.25,42.33,4472048,4354604,89423,4451697,1440027,120717
86,Huangshan,Anhui,2011,47,455001,962226,148.1,43.9,3788148,11.91,46.09,41.99,4269410,4157203,98422,3700084,1277436,109124
86,Huangshan,Anhui,2010,44,307860,729805,148.05,43.73,3093198,12.72,44.09,43.2,3306897,3204779,85350,4543136,1257556,94035
86,Huangshan,Anhui,2009,42,207809,580432,148.6,46.66,2669198,13.34,40.62,46.04,2246116,2171216,55761,3413352,884393,78536
86,Huangshan,Anhui,2008,40,167547,462269,148.35,43.47,2499000,13.69,39.46,46.86,2068903,1987509,66497,2666680,623096,71599
86,Huangshan,Anhui,2007,34,131395,336059,147.98,43.19,2132317,14.59,37.11,48.3,1511997,1462285,41229,2131636,314662,62959
86,Huangshan,Anhui,2006,31,104509,269859,147.56,42.74,1874889,14.94,38.02,47.04,1051570,1016146,27883,1630114,223144,53222
86,Huangshan,Anhui,2005,32,85578,208895,146.94,42.07,1599782,16.35,35.95,47.7,742367,716184,18487,1148139,206827,49214
86,Huangshan,Anhui,2004,32,67745,163709,146.35,41.58,1319800,18.84,35.85,45.3,528153,419023,13971,785438,179585,39214
86,Huangshan,Anhui,2003,19,60196,140486,146.91,41.44,1084187,19.26,33.57,47.16,395449,381748,14478,528027,108456,28853
133,Lu'an,Anhui,2013,70,818338,2860000,716.7,188.6,10102100,20.27,47.33,32.39,15250123,13547340,319261,8450393,1447547,239326
133,Lu'an,Anhui,2012,68,692678,2510920,710.3,187.1,9182000,21.65,46.11,32.24,14022241,12411524,320375,6872411,1214808,188547
133,Lu'an,Anhui,2011,64,567561,2097019,709.6,187.4,8210200,22.18,45.33,32.49,11106549,9972997,278540,5581107,863749,201447
133,Lu'an,Anhui,2010,61,427011,1483943,704.82,186.52,6761209,23.56,42.26,34.18,8327000,7305400,201100,5179102,624081,178203
133,Lu'an,Anhui,2009,56,330759,1329039,705.89,185.15,5840232,23.7,40.69,35.6,5566729,4834603,116519,3551524,434959,111817
133,Lu'an,Anhui,2008,51,260294,992247,701.64,184.13,5339470,24.21,38.56,37.22,4329066,3674027,193434,2565236,390903,86901
133,Lu'an,Anhui,2007,44,203142,710989,695.51,182.76,4352900,23.48,37.5,39.02,3156448,2678360,75917,2012806,340458,128251
133,Lu'an,Anhui,2006,42,149573,529090,686.73,180.5,3563500,26.15,33.82,40.03,2020719,1724472,52325,1736906,230955,129500
133,Lu'an,Anhui,2005,70,115818,391623,681,179.2,3128200,26.6,33.54,39.86,1454450,1318670,39145,1164212,148510,105729
133,Lu'an,Anhui,2004,67,109913,322178,675.14,177.9,2531000,31.62,34.66,33.72,1143971,1026535,38008,869856,154949,97629
133,Lu'an,Anhui,2003,46,103852,274660,669.5,176.28,2090680,31.01,34.52,34.47,841404,763536,26656,660779,93270,65809
138,Maanshan,Anhui,2013,100,2260035,2025888,228.4,82.4,12928032,6.14,64.52,29.34,23773899,21605393,776958,14316040,2557476,1122121
138,Maanshan,Anhui,2012,96,1278157,1903706,228.4,82.1,12320000,5.8,66.47,27.73,20169517,18352823,566878,12011508,2114935,1043359
138,Maanshan,Anhui,2011,83,910430,1382943,228.6,63.9,11441815,5.85,68.09,26.07,17899170,16166924,628705,9496178,1328328,992016
138,Maanshan,Anhui,2010,78,698801,865282,129.1,63.87,8110148,3.51,69.49,27,13575819,11621227,711009,7403436,850507,972025
138,Maanshan,Anhui,2009,76,637281,800721,128.61,63.61,6658905,3.86,66.53,29.61,11305231,9901320,557711,5461396,627592,915470
138,Maanshan,Anhui,2008,72,616333,710881,128.1,63.08,6363000,3.86,67.96,28.18,11620754,10412306,517537,4045119,651773,931480
138,Maanshan,Anhui,2007,70,572619,629302,127.32,62.43,5321000,3.97,65.71,30.31,8542365,7495436,435403,3313371,346628,588043
138,Maanshan,Anhui,2006,68,312749,382353,126.57,61.78,4289000,4.39,64.19,31.42,5890759,5256625,284935,2622499,307939,487126
138,Maanshan,Anhui,2005,66,260092,291148,125.64,60.99,3713461,4.67,64.82,30.51,5376539,5060738,282924,1913805,264084,444527
138,Maanshan,Anhui,2004,64,181534,217176,124.39,59.9,2650950,6.84,69.29,23.87,3980687,3852148,245124,1454597,197251,532469
138,Maanshan,Anhui,2003,60,148933,172903,124.09,57.16,1925237,7.05,64.9,28.05,2568230,2474963,172736,1067938,136244,390096
198,Suzhou,Anhui,2013,70,663512,2226623,641.9,187,10143289,24.76,41.99,33.24,12024985,11269113,292697,7732978,1425022,319598
198,Suzhou,Anhui,2012,66,532958,1937988,651.7,188.1,9149528,25.94,41.42,32.64,9412777,8731422,222809,6136899,1034651,289971
198,Suzhou,Anhui,2011,58,389623,1567479,649.1,187.9,8024267,27.11,40.59,32.3,11716264,11009531,229958,4800297,687453,226875
198,Suzhou,Anhui,2010,53,261543,1131874,642.07,185.86,6505700,27.89,37.88,34.23,6769181,6430129,126065,4063572,471433,206120
198,Suzhou,Anhui,2009,50,185322,954915,635.19,183.9,5406000,29.7,33.79,36.51,4739275,4609677,139698,2953863,363187,188242
198,Suzhou,Anhui,2008,46,153074,717405,626.06,180.64,5111031,30.01,33.1,36.89,3559993,3452466,115952,2107556,312008,162386
198,Suzhou,Anhui,2007,42,118897,508459,617.17,178.49,4242700,32.54,30.03,37.43,2195056,2096806,66973,1269122,214808,148968
198,Suzhou,Anhui,2006,37,90301,396116,609.94,176.63,3590100,38.15,26.72,35.13,1459200,1346297,47080,1093487,129299,99482
198,Suzhou,Anhui,2005,32,70065,262165,604.52,174.7,3129800,40.53,23.97,35.5,1035285,991280,39650,850360,87596,97418
198,Suzhou,Anhui,2004,69,79539,239868,599.6,173.4,2791206,44.79,24.48,30.73,768916,755471,28216,677585,75714,95113
198,Suzhou,Anhui,2003,67,81054,194985,563.1,141.8,2199287,42.18,23.23,34.58,463344,447894,15053,569272,44776,88495
211,Tongling,Anhui,2013,68,641758,1005932,74.2,45.2,6806000,1.76,72.14,26.1,17809047,13961026,322135,6502389,1254634,579237
211,Tongling,Anhui,2012,50,635983,963949,74.2,44.8,6213008,1.9,73.44,24.66,16290230,13325310,214750,5343037,1168072,503841
211,Tongling,Anhui,2011,62,453581,706635,74.2,44.8,5794100,1.9,74.73,23.36,15246586,12993509,262952,4127188,987527,488230
211,Tongling,Anhui,2010,48,347336,573219,74.01,44.83,4667000,2.07,72.74,25.19,11042303,9850519,218453,3622629,732998,459581
211,Tongling,Anhui,2009,47,330450,486384,73.99,44.95,3437300,2.62,67.87,29.51,6431051,5947304,186717,2829408,464708,431922
211,Tongling,Anhui,2008,47,237854,357598,73.89,44.08,3253100,2.59,67.11,30.3,6638690,6510323,225838,1750332,322465,384608
211,Tongling,Anhui,2007,45,179052,261662,73.65,43.91,2869000,2.67,67.74,29.6,5865168,5737273,244041,1187004,207772,365339
211,Tongling,Anhui,2006,36,139203,205908,73.11,43.43,2436300,2.9,66.96,30.14,4861914,4768535,185913,923347,177859,328705
211,Tongling,Anhui,2005,36,98645,157880,72.22,42.76,1820500,3.57,61.67,34.77,3163463,3041150,116990,766815,134321,292446
211,Tongling,Anhui,2004,33,72866,121028,71.63,39.66,1367200,4.67,63.49,31.84,2234266,2140902,88354,617737,132443,235621
211,Tongling,Anhui,2003,33,55253,92022,70.91,39.02,1030449,4.93,57.97,37.09,1450354,1292737,58788,468715,93126,200531
220,Wuhu,Anhui,2013,154,2139917,3196317,384.5,136.1,20995271,6.13,66.12,27.75,48088567,39568487,1676954,20406501,4461183,859505
220,Wuhu,Anhui,2012,146,1789085,2951484,383.4,123.4,18736339,6.28,65.87,27.85,42500207,35035277,1473611,17007935,3666748,737276
220,Wuhu,Anhui,2011,146,1399704,2381774,385.4,124.1,16582420,6.45,65.89,27.66,37004936,29529046,1228288,13542133,3072334,638395
220,Wuhu,Anhui,2010,135,948372,1444290,229.5,111.53,11085924,4.44,65.18,30.38,22510125,17225387,835086,12200978,2911649,527315
220,Wuhu,Anhui,2009,130,694123,1084741,230.1,104.92,9019997,4.64,62.64,32.72,16059417,12604254,609460,9006875,2068717,479730
220,Wuhu,Anhui,2008,126,543894,843060,230.79,105.58,7496460,5.26,60.61,34.13,12847780,9633225,366704,6149515,1502297,431151
220,Wuhu,Anhui,2007,118,439138,663393,230.46,105.28,5823014,5.76,57.03,37.21,9716021,7574078,284676,4357781,888964,352907
220,Wuhu,Anhui,2006,117,341489,520190,229.03,104.32,4797190,6.32,56.36,37.31,7445467,5831695,230231,2866237,593420,248450
220,Wuhu,Anhui,2005,95,278291,376598,226.88,72.79,4006500,7.49,53.2,39.3,5396559,4030087,176003,2208970,437202,210520
220,Wuhu,Anhui,2004,88,207789,290537,224.56,70.79,3450746,8.2,58.49,33.31,4658262,3301926,141051,1720059,289749,180812
220,Wuhu,Anhui,2003,82,173416,247201,223.82,69.06,2848538,8.58,57.12,34.3,3306914,2457333,138405,1429283,259285,155958
238,Xuancheng,Anhui,2013,43,1076682,2051803,280.2,86.8,8428049,14.22,52.55,33.23,15006782,14119513,506724,8612473,1891081,197587
238,Xuancheng,Anhui,2012,41,869360,1786775,279.6,86.6,7574700,14.74,52.16,33.1,12827586,11969265,388645,7370150,1587522,171981
238,Xuancheng,Anhui,2011,48,683601,1421828,279.4,86.6,6714000,15.2,52.12,32.68,14195821,13127637,433660,6356704,5845334,127932
238,Xuancheng,Anhui,2010,43,498310,1042772,278.36,86.14,5257000,16.83,47.21,35.95,10677643,9732903,322173,7304432,821911,110715
238,Xuancheng,Anhui,2009,39,354225,866391,277.77,85.76,4327700,18.07,43.52,38.42,7304309,6724284,280065,6007950,878472,98336
238,Xuancheng,Anhui,2008,34,276325,684537,276.75,85.14,4116100,18.13,42.97,38.9,5945583,5507836,177224,4168767,616069,90546
238,Xuancheng,Anhui,2007,27,218634,467468,275.2,84.62,3326478,18.98,39.15,41.86,4393951,4082391,138859,2926775,359513,81200
238,Xuancheng,Anhui,2006,24,159057,380299,274.21,84.23,2878800,19.63,39.35,41.02,3020072,2780853,116863,1922932,188149,68420
238,Xuancheng,Anhui,2005,24,112532,264725,273.56,84.01,2515300,21.87,37.39,40.74,2009939,1810394,75983,1345379,164019,54993
238,Xuancheng,Anhui,2004,24,89698,219931,273.02,83.64,2356600,21.25,43.27,35.47,1580425,1435340,64149,1104597,130243,55269
238,Xuancheng,Anhui,2003,19,73279,167314,274.83,83.39,2031763,21.66,40.66,37.68,1082757,985328,43513,747275,92567,45569
55,Fuzhou,Fujian,2013,227,4539690,5338424,655.5,194.8,46784951,8.6,45.6,45.8,67863287,37948948,2016718,38342181,12647907,1144165
55,Fuzhou,Fujian,2012,220,3820151,4107344,655.3,192.1,42182887,8.72,45.44,45.84,59548900,31849908,1845750,32347772,9722667,1070480
55,Fuzhou,Fujian,2011,232,3200356,3633008,649.4,190,37363796,8.7,45.8,45.5,53211770,26775688,1180585,27202827,9564451,1058998
55,Fuzhou,Fujian,2010,220,2478206,2624208,645.9,188.59,31234092,9.05,44.88,46.06,45454115,22102749,936600,23174379,6706940,937800
55,Fuzhou,Fujian,2009,183,1952612,2050925,637.92,187.33,26040448,9.29,42.56,48.15,36346560,17841359,750508,16467177,3617991,1069861
55,Fuzhou,Fujian,2008,177,1688559,1781952,635.95,186.68,22841602,10.28,47.45,42.26,35177847,17431699,738440,12489030,3098039,1045977
55,Fuzhou,Fujian,2007,170,1465641,1430922,630.3,185.92,19745818,10.34,46.48,43.17,27516022,12135259,484065,10014521,3764663,1017000
55,Fuzhou,Fujian,2006,177,1156184,1100589,622.73,181.72,16640515,11.2,46.06,42.73,22304505,9168019,399426,7323412,3011836,824721
55,Fuzhou,Fujian,2005,170,974502,915482,614.83,176.11,14763142,11.84,47,41.16,18601750,7450510,336062,6032595,2220270,763697
55,Fuzhou,Fujian,2004,166,752142,767087,609.39,170.85,15484561,10.48,51.02,38.5,16708952,6069440,320783,5266318,2238298,720048
55,Fuzhou,Fujian,2003,160,674522,686119,604.86,166.24,13476759,10.66,50.57,38.76,12889573,3945469,281600,4257211,1670394,656592
131,Longyan,Fujian,2013,40,1172067,1994163,302.6,49.8,14798988,12.02,53.79,34.19,14884347,12311958,526348,12988738,1651264,413703
131,Longyan,Fujian,2012,40,1015078,1649299,297.7,49.1,13746498,11.78,57.06,31.16,12665151,10402175,474388,9742588,1205318,411750
131,Longyan,Fujian,2011,40,842832,1377312,295.1,48.6,12421544,12.34,56.51,31.15,16381102,13259666,480295,7787481,879265,393085
131,Longyan,Fujian,2010,38,667481,1108134,314.37,59.03,9908973,13.01,53.25,33.74,11773399,9235927,449023,5829542,808227,348570
131,Longyan,Fujian,2009,37,543378,890415,293.35,47.81,8248814,13.94,50.19,35.87,8456135,6645203,342515,4339687,496510,305621
131,Longyan,Fujian,2008,35,462810,607222,291.3,47.6,6728476,16.91,51.83,31.25,7161245,5582546,326909,3223315,398541,316794
131,Longyan,Fujian,2007,33,366563,550826,289.2,47.37,5534371,17.57,50.33,32.1,5380269,4266223,287314,2486320,390555,319082
131,Longyan,Fujian,2006,32,284899,407017,287.52,47.02,4500075,19.34,47.61,33.05,3884663,3287919,212535,1648509,279460,278374
131,Longyan,Fujian,2005,30,208297,316547,286.83,46.73,3856278,21.25,44.7,34.06,2939275,2480368,166053,1236511,191050,262150
131,Longyan,Fujian,2004,29,169840,273167,286.98,46.61,3492257,21.6,44.23,34.17,2276052,1914750,136740,917770,143121,222148
131,Longyan,Fujian,2003,28,143343,245075,286.72,46.24,2943962,21.37,42.96,35.67,1625356,1380011,113950,745128,110509,158477
148,Nanping,Fujian,2013,28,716243,1781228,316,50,11058215,23.24,43.51,33.25,13172871,11751196,406799,11865857,1333124,441351
148,Nanping,Fujian,2012,28,591777,1311031,313.9,49.7,9967580,23.53,42.8,33.67,11329625,10075540,298571,8750287,858438,448320
