code,city,province,year,built_district,pub_income,pub_expend,dist_pop,city_pop,gdp,primary_gdp_per,secondary_gdp_per,tertiary_gdp_per,output_value,output_dom,vat,invest_fixassets,invest_realestate,electric_use
233,Xining,Qinghai,2012,75,547670,1853230,198.5,91.8,8510857,3.66,51.64,44.7,10311687,9621830,135843,6349821,1582262,728957
233,Xining,Qinghai,2011,75,452473,1500435,222.8,121.2,7707043,3.56,53.36,43.08,9488389,8659447,181191,5280052,1172854,672757
233,Xining,Qinghai,2010,67,345219,1089186,220.87,101.37,6282800,3.89,51.05,45.05,7512207,6808207,246500,4030156,954048,640184
233,Xining,Qinghai,2009,43,281495,851191,193.94,114.13,5010743,3.83,49.76,46.41,5456162,4874607,187329,3120429,638393,522711
233,Xining,Qinghai,2008,66,234468,672512,217.79,112.21,4221885,4.55,53.86,41.59,5466931,4819201,188721,2213061,447164,2015351
233,Xining,Qinghai,2007,65,184123,450463,215.36,107.17,3424581,4.36,51.77,43.87,4169351,4009124,194810,1789138,315991,1614732
233,Xining,Qinghai,2006,64,141598,343058,212.73,105.13,2816093,4.39,48.95,46.65,3192388,3090663,150618,1410423,293810,1698293
233,Xining,Qinghai,2005,64,117860,4600171,209.9,103.14,2375652,4.84,45.71,49.45,2277411,2178920,107025,1156289,715411,1240831
233,Xining,Qinghai,2004,62,100273,235998,206.96,100.99,1747354,6.07,50.09,43.84,1806747,1701757,89359,985417,228636,365330
233,Xining,Qinghai,2003,61,84397,191586,204.97,99.54,1448328,6.53,46.78,46.69,1148959,1079630,64786,854223,188950,305757
1,Ankang,Shaanxi,2013,38,253440,1872089,308.3,102.5,6045520,14.98,53.16,31.86,6089852,6014254,342456,4269929,505314,165393
1,Ankang,Shaanxi,2012,37,216591,1622823,306,101.9,4969080,16.29,49,34.71,4483498,4402178,249120,3244091,364015,131790
1,Ankang,Shaanxi,2011,32,173400,1267000,305.1,101.3,4071700,17.68,44.98,37.34,2843777,2756217,174825,3044866,223246,118811
1,Ankang,Shaanxi,2010,30,132272,1101715,304.35,100.86,3270630,20.51,39.6,39.9,1707822,1625633,106651,3600523,166544,112652
1,Ankang,Shaanxi,2009,29,97195,785702,303.57,99.89,2749450,23.85,34.61,41.54,1116892,1063224,30195,2727670,126676,92858
1,Ankang,Shaanxi,2008,29,74885,581762,301.87,98.88,2336744,27.3,32.53,40.17,978839,963961,34129,2006900,97765,99779
1,Ankang,Shaanxi,2007,27,58112,349048,300.07,97.92,1873700,25.99,31.52,42.5,780300,765400,35400,1477400,63236,98717
1,Ankang,Shaanxi,2006,27,40572,248396,297.15,96.23,1572362,27.1,28.89,44.01,562835,546075,29938,752149,65268,74311
1,Ankang,Shaanxi,2005,27,34563,191585,294.94,94.96,1378500,26.63,28.69,44.68,431029,205218,22243,623100,194752,55003
1,Ankang,Shaanxi,2004,27,43080,161848,294.97,94.78,1195450,26.73,25.68,47.59,320712,302073,18245,561836,72751,45156
1,Ankang,Shaanxi,2003,27,40489,147296,294.06,94.57,1036010,26.02,24.59,49.39,272245,258538,17533,463641,66969,38634
11,Baoji,Shaanxi,2013,97,720196,2203859,385.6,143.5,15459100,10.2,65.82,23.99,22585207,20739084,623424,15814387,812723,377301
11,Baoji,Shaanxi,2012,97,648466,2035338,383.9,143.4,13743280,10.42,65.19,24.39,19866888,18174940,615473,12120416,758757,353275
11,Baoji,Shaanxi,2011,95,514389,1637365,383.2,143.3,11757520,10.93,63.73,25.34,17017967,15578214,404734,9180300,737681,383013
11,Baoji,Shaanxi,2010,118,387779,1330648,381.09,142.8,9760900,10.68,62.95,26.38,13168575,12434265,412763,8352225,646619,314362
11,Baoji,Shaanxi,2009,118,301362,1022083,378.78,141.37,8065640,10.56,60.89,28.55,9959943,9350768,377846,6391360,584904,281132
11,Baoji,Shaanxi,2008,118,239137,752705,377.95,139.15,7140700,10.97,60.31,28.73,8524900,7859960,275737,4510300,565600,350948
11,Baoji,Shaanxi,2007,64,196012,535552,376.97,86.91,5817500,10.46,59.21,30.33,6722001,6197684,303033,3162000,389400,334335
11,Baoji,Shaanxi,2006,63,150720,369077,371.78,77.38,4769300,10.42,58.68,30.9,5366778,5046211,250368,2290893,277315,312810
11,Baoji,Shaanxi,2005,61,119681,264547,369.53,76.13,4157900,10.24,57.81,31.95,4157500,2497756,216616,1751869,936445,282180
11,Baoji,Shaanxi,2004,46,125760,211427,369.2,74.53,3202970,12.44,53.14,34.42,3017768,2966393,131031,1401495,161832,253764
11,Baoji,Shaanxi,2003,45,106224,181598,367.1,74.25,2611200,11.74,50.54,37.72,2218861,2173874,114062,1153614,130044,220035
68,Hanzhong,Shaanxi,2013,31,358304,2143635,386.2,56.8,8817300,20.15,45.1,34.74,8561027,8392888,174240,5900383,690905,78401
68,Hanzhong,Shaanxi,2012,27,300868,1958365,384.3,56.3,7545720,21.13,42.46,36.4,6708276,6597641,178831,4606492,734147,117796
68,Hanzhong,Shaanxi,2011,34,235544,1570904,382.3,55.5,6474820,21.98,41.33,36.7,5154200,5055900,151100,3485900,572137,97558
68,Hanzhong,Shaanxi,2010,33,186246,1267868,381.53,55.17,5097030,21.66,39.14,39.2,4026700,3955363,95906,3128023,382219,89406
68,Hanzhong,Shaanxi,2009,31,143880,1166323,381.55,55.26,4156440,22.07,36.69,41.25,3012279,2995089,75122,2384268,242110,72650
68,Hanzhong,Shaanxi,2008,27,123327,777217,380.14,54.41,3526120,24.86,38.58,36.57,2630645,2615716,91116,1636300,229940,56210
68,Hanzhong,Shaanxi,2007,27,102358,484121,379.25,54.44,2910899,23.1,39.92,36.98,2359405,2347016,89179,946989,228542,68487
68,Hanzhong,Shaanxi,2006,31,76945,326160,378.17,53.52,2467900,22.55,40.25,37.2,2043756,2029220,78009,906600,139300,59339
68,Hanzhong,Shaanxi,2005,31,64048,250249,376.56,53.07,2165800,22.2,39.47,38.33,1657423,216152,57779,749953,204500,61987
68,Hanzhong,Shaanxi,2004,28,75394,218501,373.99,52.91,1925310,23.38,36.37,40.25,1294555,1271412,52739,670000,133722,58985
68,Hanzhong,Shaanxi,2003,28,63747,185452,372.1,52.52,1634440,22.51,34.61,42.88,1021822,1014259,42529,610000,127000,80940
176,Shangluo,Shaanxi,2013,13,256800,1463373,250.6,55.4,5108800,17.33,50.29,32.37,4585600,4405800,173400,4657000,171627,34056
176,Shangluo,Shaanxi,2012,13,214988,1340284,248.8,55.4,4233100,18.76,46.1,35.14,3304200,3178200,142600,3480400,141989,30421
176,Shangluo,Shaanxi,2011,13,164942,1067786,247.9,55.5,3628750,19.46,44.91,35.63,2360100,2297900,88600,2940400,109796,29276
176,Shangluo,Shaanxi,2010,24,120100,901970,244.83,55.01,2859000,20.3,41.21,38.49,1687776,1687099,49400,2900700,82000,28600
176,Shangluo,Shaanxi,2009,24,89585,650652,243.05,54.89,2251190,20.72,37.49,41.79,1043900,1018200,26700,2203400,59000,20170
176,Shangluo,Shaanxi,2008,24,68243,475880,242.48,54.6,1740360,25.61,39,35.38,796639,796639,26360,1646500,54478,19234
176,Shangluo,Shaanxi,2007,24,49401,321615,243.23,55.06,1357980,25.11,36.53,38.36,600800,600800,30467,1332000,23195,19905
176,Shangluo,Shaanxi,2006,24,33700,202998,242.74,55.17,1141600,24.8,35.99,39.21,422399,420896,21949,760223,19200,15960
176,Shangluo,Shaanxi,2005,24,24572,153576,241.98,55.29,1001550,24.57,35.23,40.2,328617,126923,17383,372103,93329,12757
176,Shangluo,Shaanxi,2004,24,29874,131526,240.62,54.5,871500,28.6,30.08,41.32,209926,208724,9678,321971,16252,11422
176,Shangluo,Shaanxi,2003,24,29315,119781,237.5,54.48,755900,28.22,29.7,42.08,156408,155302,6733,296423,7905,10311
208,Tongchuan,Shaanxi,2013,50,241041,811520,85.6,76.1,3219750,6.75,66.8,26.45,5496641,5234568,208125,2565600,224863,526897
208,Tongchuan,Shaanxi,2012,49,210000,719436,85.3,75.9,2733060,7.12,64.7,28.18,4457440,4202606,181777,1971934,225182,600252
208,Tongchuan,Shaanxi,2011,41,188944,643424,85.5,76,2345280,7.42,63.66,28.91,3107128,2882173,139654,1150299,203634,596297
208,Tongchuan,Shaanxi,2010,38,137534,539588,85.44,75.98,1877340,7.55,62.06,30.39,2476709,2295747,132251,1172313,141845,580857
208,Tongchuan,Shaanxi,2009,40,100785,338082,85.31,75.72,1558600,6.94,61.07,31.99,1964800,1823100,99700,881180,190872,525123
208,Tongchuan,Shaanxi,2008,36,75049,258407,85.06,76.06,1286500,7.52,59.85,32.63,1654985,1644471,81480,634040,67000,480050
208,Tongchuan,Shaanxi,2007,36,60036,170791,84.86,75.39,1022700,7.72,57.5,34.78,1238363,1228449,62520,570300,52500,420031
208,Tongchuan,Shaanxi,2006,36,40670,123139,84.55,75.2,836310,7.57,55.36,37.07,983060,977774,44108,437341,45844,339370
208,Tongchuan,Shaanxi,2005,36,30200,79000,84.39,75.03,695200,8.16,51.98,39.86,710100,686851,35616,344900,328868,216293
208,Tongchuan,Shaanxi,2004,36,24575,63731,84.33,75.13,589020,8.87,50.59,40.54,529091,524340,32468,268263,32150,196849
208,Tongchuan,Shaanxi,2003,35,21521,52865,83.98,74.78,486850,8.41,47.77,43.82,423019,421318,28185,212434,26777,218821
216,Weinan,Shaanxi,2013,59,650466,2758626,569.8,99.4,13490070,15,55.09,29.9,17284723,16912067,440000,13579479,1013325,89468
216,Weinan,Shaanxi,2012,52,550567,2424077,565.1,98.5,11537980,15.6,52.93,31.47,16058741,15730874,506615,10650191,851093,77313
216,Weinan,Shaanxi,2011,51,442968,1973240,564.7,98.5,10289730,15.6,52.98,31.42,12878915,12367502,368068,9129320,683035,75507
216,Weinan,Shaanxi,2010,44,340047,1543008,560.06,97.68,8014230,16.09,49.23,34.68,9382400,8962400,251900,7422455,420818,
216,Weinan,Shaanxi,2009,39,282463,1165422,556.86,96.8,6554980,15.34,47.75,36.91,6909046,6659523,224200,5093856,281980,53316
216,Weinan,Shaanxi,2008,39,213606,829677,551.88,95.79,4897150,19.66,44.08,36.26,5820038,5582262,306002,3335909,221724,52454
216,Weinan,Shaanxi,2007,37,160550,578809,546.87,94.39,4248820,18.87,46.41,34.71,4489992,4299981,299775,1880176,161113,46228
216,Weinan,Shaanxi,2006,34,120225,406170,541.57,93.17,3500700,18.18,46.06,35.77,3534100,3420600,234696,1286843,109298,44789
216,Weinan,Shaanxi,2005,33,90100,294017,537.06,92.03,3124200,18.17,46.19,35.63,3158211,330169,173274,1045613,313800,23239
216,Weinan,Shaanxi,2004,36,84586,228821,536.75,91.35,2477000,21.24,42.6,36.16,2367280,2319863,127002,950747,40791,35655
216,Weinan,Shaanxi,2003,36,80303,201819,533.94,90.98,2074610,21.25,39.73,39.02,1688703,1650234,104599,786694,38208,31236
226,Xi'an,Shaanxi,2013,420,5019751,7298119,806.9,580.6,48841300,4.46,43.36,52.18,44976189,37166984,1010137,50552171,15956418,2186579
226,Xi'an,Shaanxi,2012,318,3969597,5974937,796,572.8,43661000,4.48,43.1,52.42,40231871,31991799,814536,41659924,12819000,1921600
226,Xi'an,Shaanxi,2011,343,3185486,4945750,791.8,568.8,38642100,4.48,43.92,51.6,35342203,27938123,830453,33521200,9968100,1770418
226,Xi'an,Shaanxi,2010,327,2418567,3716175,782.73,562.65,32414900,4.32,43.48,52.2,31253569,24644810,794303,32505641,8423447,1628535
226,Xi'an,Shaanxi,2009,283,1813992,2768502,781.67,561.58,27240800,4.05,42.02,53.92,24682652,19371646,780889,25001278,6963350,1591089
226,Xi'an,Shaanxi,2008,273,1456087,2269897,772.3,554.73,21900400,4.72,45.1,50.18,19365239,15664939,534077,19061948,5401018,1481298
226,Xi'an,Shaanxi,2007,268,1129189,1612536,764.25,549.19,17637300,4.68,43.8,51.52,15770493,12817994,527306,14353348,3873342,1278088
226,Xi'an,Shaanxi,2006,261,858854,1192193,753.11,540.97,14736800,4.8,43.35,51.85,11877418,10021200,398127,10666200,2857600,1257240
226,Xi'an,Shaanxi,2005,231,730543,978166,741.73,533.21,12701400,5.31,42.48,52.2,9810221,9203880,324221,8351046,6980668,1176726
226,Xi'an,Shaanxi,2004,222,753138,841976,725.01,516.3,10958700,5.48,45.23,49.29,7892170,6842797,277830,6404213,1634000,1070156
226,Xi'an,Shaanxi,2003,204,648037,723723,716.58,510.26,9416000,5.39,44.15,50.47,6386627,5429843,273189,4781002,1248177,951106
230,Xianyang,Shaanxi,2013,90,789915,2657448,533.2,92.2,18603870,16.96,57.85,25.2,25067569,22912690,1100468,19580457,1748254,140576
230,Xianyang,Shaanxi,2012,86,691686,2363626,527.9,91,15736770,17.99,55.72,26.29,22513100,20780300,958100,14863386,1517638,129616
230,Xianyang,Shaanxi,2011,83,585573,1901867,525.7,90.7,13613200,18.55,54.39,27.07,18545400,16346000,674000,12157935,1184821,121427
230,Xianyang,Shaanxi,2010,81,434802,1514014,520.09,90.19,10986810,18.5,52.18,29.32,13353500,11327600,521600,10505383,938433,151402
230,Xianyang,Shaanxi,2009,77,316707,1071672,516.38,89.7,8732000,18.03,49.7,32.27,9436400,7997100,294800,8015268,734019,128554
230,Xianyang,Shaanxi,2008,63,240683,852864,510.45,89.06,7645560,19.48,49.25,31.26,8046802,6856430,179233,5697533,547830,80294
230,Xianyang,Shaanxi,2007,62,194588,606372,506.84,87.97,5858860,20.69,45.53,33.78,5833800,4883300,149200,3941727,421266,71609
230,Xianyang,Shaanxi,2006,58,126304,412002,499.69,87.41,4839650,20.32,44.99,34.69,4585134,3864010,120330,2692623,270354,65119
230,Xianyang,Shaanxi,2005,379,107847,303752,494.26,85.62,4325160,19.8,44.52,35.68,3561990,2325014,85001,2121373,1104130,184714
230,Xianyang,Shaanxi,2004,50,118277,259860,489.75,84.85,3385620,22.12,43.54,34.34,2910945,2386876,83616,1616714,124649,171173
230,Xianyang,Shaanxi,2003,47,126713,238165,483.91,83.4,2876431,21,42.84,36.15,2525560,2043832,96074,1173048,115920,190939
242,Yan'an,Shaanxi,2013,26,1553848,2946793,237.8,46.9,13541350,7.93,72.23,19.84,14930619,14917478,1140947,11532948,184045,160074
242,Yan'an,Shaanxi,2012,26,1392601,2642413,235.4,46.5,12710200,7.64,73.55,18.81,15100935,15074420,1437491,8729218,203089,152422
242,Yan'an,Shaanxi,2011,36,1207258,2238160,232.9,46.2,11133500,7.79,73.24,18.97,13334485,13286503,1165455,8152137,80722,125963
242,Yan'an,Shaanxi,2010,36,1051895,1927054,230.22,45.82,8854200,8.04,71.77,20.19,11115000,11085500,1004300,7245259,81349,109211
242,Yan'an,Shaanxi,2009,26,904660,1569339,227.51,44.87,7282600,7.56,70.84,21.6,9101151,9069631,649309,5574794,81805,99201
242,Yan'an,Shaanxi,2008,24,800495,1305249,223.31,44.2,7132720,7.31,80.7,11.99,9281600,9252400,718321,4063477,103794,84289
242,Yan'an,Shaanxi,2007,24,726947,1010691,219.55,43.21,6100780,6.77,81.09,12.14,7956396,7917729,552602,3153307,52201,71121
242,Yan'an,Shaanxi,2006,24,603682,830930,215.08,42.16,4531110,7.73,78.61,13.65,6788263,6773796,504563,2008570,54504,67382
242,Yan'an,Shaanxi,2005,24,450818,563596,210.7,40.37,3706160,7.95,76.95,15.1,5372882,1438355,314961,1601855,305353,27499
242,Yan'an,Shaanxi,2004,16,289755,439131,208.79,39.9,1917640,12.26,67.65,20.1,2922023,2916085,219178,1499405,34524,25053
242,Yan'an,Shaanxi,2003,16,201198,324718,205.61,37.46,1427600,14.01,61.58,24.41,1917635,1912612,143989,1061225,64523,22656
260,Yulin2,Shaanxi,2013,96,2607340,4222195,377,55.4,28467500,4.91,69.75,25.35,21975300,21660900,1878700,15942330,895447,359146
260,Yulin2,Shaanxi,2012,96,2490582,3988792,374.6,54.6,26698800,4.71,72.23,23.05,21346500,21094500,1903000,14939710,524925,217237
260,Yulin2,Shaanxi,2011,52,1802477,3161366,370.7,53.4,22922550,4.88,71.09,24.02,26135300,25871500,2523500,11890800,291247,189578
260,Yulin2,Shaanxi,2010,52,1255369,2371891,364.5,52.14,17566680,5.25,68.64,26.11,19599930,19419330,540800,11054557,339656,119017
260,Yulin2,Shaanxi,2009,52,911750,1710836,359.11,50.93,13023080,5.38,66.1,28.52,14155900,14007287,680972,8503253,229801,101783
260,Yulin2,Shaanxi,2008,41,700108,1231849,353.12,49.83,10082610,6.56,78.65,14.79,7769594,7663031,733900,6005199,225681,423365
260,Yulin2,Shaanxi,2007,36,501207,959005,356.58,48.56,6723120,7.15,74.69,18.16,7551551,7477647,351800,4522786,134540,51198
260,Yulin2,Shaanxi,2006,74,356585,655730,353.24,47.3,4394720,8.04,68.18,23.79,5101231,4965412,384673,2990145,1100550,48467
260,Yulin2,Shaanxi,2005,74,238413,454030,351.6,46.06,3200370,8.58,62.44,28.97,3605000,346762,166143,2115213,372784,38568
260,Yulin2,Shaanxi,2004,26,195423,330087,349.96,45.7,1850400,13.63,62.12,24.25,2004573,1959491,86267,1580000,53906,34709
260,Yulin2,Shaanxi,2003,26,123505,255542,348.21,43.89,1381020,13.98,57.01,29.01,898962,850283,68735,1212000,48269,
20,Binzhou,Shandong,2013,66,1700901,2517062,381.6,65.4,21557271,9.79,51.31,38.9,65127320,61899108,1352453,15171758,1270851,495775
20,Binzhou,Shandong,2012,176,1504601,2265906,380.9,64.6,19877262,9.53,52.6,37.86,49731454,46217940,1054606,12627342,1352579,481598
44,Dezhou,Shandong,2013,107,1500169,2673469,578.8,60.9,24605900,11.12,52.9,35.98,77179217,72951708,3101306,16866146,1958155,563993
44,Dezhou,Shandong,2012,105,1202354,2421075,577.5,60.8,22305600,10.96,54.19,34.86,63608700,60221500,2578900,14016167,1413117,503727
44,Dezhou,Shandong,2011,89,950634,1763347,576,60.5,19507100,11.77,54.33,33.9,51867129,48784761,2038565,11536588,1176358,456243
44,Dezhou,Shandong,2010,89,729086,1549133,570.18,65.24,16578200,12.7,54.26,33.04,38557605,35937315,1498898,11405890,901873,393775
44,Dezhou,Shandong,2009,41,552772,1148099,569.01,63.44,14760842,12.94,55.05,32.01,32160970,30012593,1376171,9269209,733088,385162
44,Dezhou,Shandong,2008,47,470973,957404,564.19,59.45,14009100,12.12,55.92,31.96,26531868,24781129,1141388,7319810,638381,351143
44,Dezhou,Shandong,2007,46,420074,770284,561.67,59.39,11808200,13.44,55.5,31.05,21732123,20323192,995849,6042926,480901,317112
44,Dezhou,Shandong,2006,44,357291,636011,557.85,59.2,10033800,14.03,55.76,30.21,15485588,14484908,700298,5668857,403095,266535
44,Dezhou,Shandong,2005,42,307025,505008,552.63,58.36,8318300,15.28,55.18,29.54,11724055,10692731,532935,5825120,395270,240863
44,Dezhou,Shandong,2004,40,243230,402649,549.3,57.74,6869000,17.21,52.52,30.27,7724532,6956928,301196,4292973,338054,175294
44,Dezhou,Shandong,2003,38,227135,367280,546.02,56.83,5566800,18.43,50.28,31.29,5258525,4741036,231796,3238862,233692,171120
47,Dongying,Shandong,2013,111,1837943,2322472,187,84.2,32502000,3.61,69.49,26.91,119971790,112412378,4105376,23321320,1757619,1472134
47,Dongying,Shandong,2012,110,1587051,2083973,185.5,83.6,30006600,3.48,70.85,25.67,102674802,96091275,3766525,19629983,1477497,1322437
47,Dongying,Shandong,2011,109,1352688,1797989,186,83.8,26763500,3.71,71.55,24.75,82064499,76191323,3143018,13239485,1229084,1170185
47,Dongying,Shandong,2010,108,1048821,1419464,184.87,83.35,23599400,3.7,72.55,23.74,60378601,55824308,2354472,13489774,1002978,1019390
47,Dongying,Shandong,2009,103,808719,1052619,184.59,83.28,20589700,3.63,73.92,22.45,43228350,39559297,1521241,10955916,846357,929733
47,Dongying,Shandong,2008,97,709531,897217,183.97,83.14,20526200,3.41,76.53,20.05,42781162,39341538,2371209,8738064,679897,861799
47,Dongying,Shandong,2007,93,601223,762821,183.09,82.76,16648004,3.64,76.24,20.12,31832032,29313392,1525191,6986035,634786,818757
47,Dongying,Shandong,2006,90,480975,618612,181.82,82.13,14503100,3.67,80.68,15.65,24646693,23003827,1437630,6098610,419287,780725
47,Dongying,Shandong,2005,85,518966,639122,180.5,81.43,11661400,4.13,82.28,13.59,16733135,16211896,1091862,6057280,469950,661778
47,Dongying,Shandong,2004,85,474281,545731,178.83,80.22,8925300,4.8,80.75,14.45,10902220,10704760,758626,4405733,350696,527298
47,Dongying,Shandong,2003,85,230429,287115,176.81,78.8,6960800,5.37,79.47,15.16,7794538,7684872,563118,3186032,202712,505473
78,Heze,Shandong,2013,90,1593001,3202391,957.5,149.8,20500100,12.44,54.32,33.24,52754513,49359406,2199599,8107695,2061844,599119
78,Heze,Shandong,2012,84,1403004,2814870,957.3,150.5,17873557,13.48,54.51,32.01,43301752,40386132,1834423,5582559,1763075,521382
78,Heze,Shandong,2011,79,1115945,2315540,966.5,153.2,15565200,14.65,54.55,30.8,34205553,31720858,1358400,5522880,1485312,391205
78,Heze,Shandong,2010,77,846873,1869663,958.8,152.76,12270900,17.94,52.85,29.2,25320325,23369999,937840,5828571,1062270,343765
78,Heze,Shandong,2009,63,605731,1411712,939.44,149.6,9573109,21.44,51,27.57,19229948,17776049,286252,4754135,620862,279079
78,Heze,Shandong,2008,60,504847,1155159,919.94,147.01,8217900,23.79,50.52,25.69,13943226,12756813,438678,3806262,446035,248624
78,Heze,Shandong,2007,57,421122,955282,914.2,146.05,6860200,26.53,48.39,25.08,9659477,8844196,266254,5286560,369387,216765
78,Heze,Shandong,2006,55,300355,692541,905.2,145.96,5396000,30.85,45.91,23.25,6420448,5818985,158604,5004192,290760,193487
78,Heze,Shandong,2005,51,211547,504347,885.83,139.61,4508500,34.3,43,22.7,4672420,4212615,117899,3759115,207403,166206
78,Heze,Shandong,2004,49,172245,402292,880.69,138.55,3652200,37.54,40.24,22.22,3022916,2687173,78253,2498320,135036,133472
78,Heze,Shandong,2003,40,159653,328670,874.47,136.9,2901000,39.77,35.63,24.6,1848493,1720448,55417,1620000,82824,112601
99,Jinan,Shandong,2013,372,4820722,5193190,613.3,355.4,52301948,5.44,39.26,55.3,47774737,43134430,1527838,26383337,7211744,1827981
99,Jinan,Shandong,2012,363,3808218,4656731,609.2,352.2,48036762,5.27,40.35,54.39,42482933,38301852,1236604,21860757,6633152,1820033
99,Jinan,Shandong,2011,355,3254165,3968831,606.6,349.4,44062900,5.4,41.51,53.09,40284872,36658090,1065648,19343389,5271555,1983821
99,Jinan,Shandong,2010,347,2661314,3368037,604.08,348.02,39105271,5.5,41.87,52.62,44856080,40937334,1386779,19874361,4845029,1894606
99,Jinan,Shandong,2009,336,2101923,2599178,603.27,348.24,33513645,5.58,43.37,51.05,39507662,35733816,1295000,16553668,3325576,1653649
99,Jinan,Shandong,2008,326,1860155,2213190,603.99,350.23,30174243,5.8,44.1,50.1,39110916,35778122,1122501,14153292,2741166,1616845
99,Jinan,Shandong,2007,315,1570192,1799787,604.85,352.71,25628135,5.86,45.19,48.95,32537588,29507710,1049545,11517028,1932069,1520729
99,Jinan,Shandong,2006,305,1284388,1469762,603.35,352.29,21850856,6.64,45.85,47.51,26192494,23746189,889214,10167663,1600507,1373424
99,Jinan,Shandong,2005,238,1061547,1206643,597.44,347.87,18766071,7.16,46.04,46.8,22375103,20908606,734629,8569998,1210872,1236489
99,Jinan,Shandong,2004,217,890364,1015079,590.08,341.73,16188729,7.33,45.86,46.81,17537951,16252025,573296,6513012,1102481,1057836
99,Jinan,Shandong,2003,200,761054,884597,582.56,334.8,13653256,7.68,43.92,48.39,13185425,12067946,497559,5048822,897967,974964
106,Jining,Shandong,2013,174,3022366,4282702,847.8,177.7,35015400,11.96,51.11,36.92,50529025,44674340,1816344,21883112,2753759,991696
106,Jining,Shandong,2012,123,2456266,3624886,847.1,122.6,31893700,11.66,52.47,35.87,43530904,38706293,1527774,18097445,2190722,688993
106,Jining,Shandong,2011,118,2070996,3003899,847,113.4,28966900,12.12,53.02,34.85,38281153,33368497,1210620,13916553,1822373,664514
106,Jining,Shandong,2010,89,1692540,2521964,843.03,112.17,25428200,12.6,53.35,34.05,38571804,33328806,1566602,14362169,1345997,781427
106,Jining,Shandong,2009,89,1346606,1984911,831.31,119.61,22381300,12.08,54.86,33.06,32242247,27253395,1091625,10846283,823668,865290
106,Jining,Shandong,2008,88,1194466,1746223,822.75,109.86,21221600,12.1,55.77,32.13,31991475,27764107,1217851,8156887,690662,675804
106,Jining,Shandong,2007,60,1012158,1429435,818.27,109.06,17360100,12.3,55.31,32.39,23902330,20355119,1023519,6363128,573121,658300
106,Jining,Shandong,2006,58,815526,1140286,811.83,107.83,14560939,12.85,55.18,31.98,18274757,15579342,800561,4932654,457906,574899
106,Jining,Shandong,2005,53,665085,877909,805.78,107.03,12661900,13.71,55,31.29,14605935,12579971,672963,6672150,396867,425326
106,Jining,Shandong,2004,51,540556,732335,802.3,106.21,11021600,13.84,51.61,34.54,10760741,9335275,546562,5074000,277929,383250
106,Jining,Shandong,2003,47,477748,614106,798.89,105.22,8826100,14.4,49.02,36.58,7256617,6168367,348214,3560000,249058,330308
116,Laiwu,Shandong,2013,81,467616,758101,126.5,126.5,6534800,7.55,56.04,36.41,15947600,15731705,215484,4726266,367119,1042604
116,Laiwu,Shandong,2012,81,420178,667256,126.3,126.3,6314100,7,57.84,35.16,15200719,15005819,189773,4410577,352446,995720
121,Liaocheng,Shandong,2013,68,1355503,2582490,597.5,116.5,23658700,11.89,53.39,34.72,75025764,73115165,1890387,15110871,1461199,1262090
121,Liaocheng,Shandong,2012,64,1044888,2169992,594.5,115.1,21467500,12.01,55.26,32.73,66498160,64916091,1696734,12607449,1087451,1163900
127,Linyi,Shandong,2013,188,2161016,4054963,1090.4,251.5,33368100,9.46,47.47,43.07,86298972,76639815,2056474,24315946,3005427,1623727
127,Linyi,Shandong,2012,181,1700733,3489792,1083.8,248.6,30128100,9.67,48.57,41.76,71965802,63344208,1570439,20166590,2335234,1492600
161,Qingdao,Shandong,2013,203,7889313,10142273,773.7,366.4,80066000,4.4,45.48,50.12,161041109,118764742,5240029,50278649,10485229,2034910
161,Qingdao,Shandong,2012,364,6701820,7659801,769.6,363.9,73021100,4.44,46.59,48.96,140533565,101319721,4418223,41539146,9301099,2148190
171,Rizhao,Shandong,2013,97,1000923,1582461,290.1,130.4,15001600,8.76,52.28,38.95,26862900,19958300,386800,10690473,720404,1247698
171,Rizhao,Shandong,2012,96,788569,1380239,288.1,128.9,13525700,8.7,53.53,37.77,24475000,17037200,518100,9223776,659904,1302667
200,Tai'an,Shandong,2013,121,1688136,2590660,558.8,159.7,27907000,9.32,49.01,41.67,61883480,59754898,2156198,19817769,1262055,403895
200,Tai'an,Shandong,2012,113,1588516,2426677,558.9,158.9,25470100,9.15,50.67,40.18,54746900,52859100,1873300,17744843,1089384,429765
214,Weifang,Shandong,2013,168,3839158,4939637,882.9,184.1,44207000,9.8,51.97,38.23,116098022,104571685,2455695,34299456,6020510,1356713
214,Weifang,Shandong,2012,223,3061228,4255938,878.9,183,40124300,9.73,53.99,36.28,104282522,91082815,2130940,30129000,4688000,1127435
215,Weihai,Shandong,2013,142,1952242,2639893,253.8,66.2,25496900,7.98,51.49,40.53,60030972,43140706,1684042,19237131,4118091,512877
215,Weihai,Shandong,2012,138,1583994,2443651,253.6,65.6,23378600,7.7,53.44,38.86,56268696,39242287,1543400,13142096,3661903,489839
247,Yantai,Shandong,2013,276,4372295,5417439,651.2,181.6,56138700,7.5,54.78,37.72,138914439,89978911,2849883,35381912,5784003,1230845
247,Yantai,Shandong,2012,271,3573589,4768714,650.3,180.3,52813800,7.14,56.52,36.33,123200552,77861611,2634880,30439202,5735224,1115687
264,Zaozhuang,Shandong,2013,142,1307206,2078039,396,226.7,18306300,8.18,56.68,35.14,33841224,31641667,1354129,12382079,2203557,700378
